'username'|'date'|'retweets'|'favorites'|'text'|'cleantext'|'is_retweet'|'ID'|'permalink'|Translation
CarmenYulinCruz|2018-03-08 13:03:44|265|818|Thanks to @voguemagazine  for highlighting voices of women that made it possible for Puerto Rico not to loose hope. https://www. vogue.com/projects/13542 078/puerto-rico-after-hurricane-maria-2/   …|Thanks to @voguemagazine  for highlighting voices of women that made it possible for Puerto Rico not to loose hope.  vogue.com/projects/13542 078/puerto-rico-after-hurricane-maria-2/   …|false|971808702524248065|/CarmenYulinCruz/status/971808702524248065|Thanks to @voguemagazine  for highlighting voices of women that made it possible for Puerto Rico not to loose hope. https://www. vogue.com/projects/13542 078/puerto-rico-after-hurricane-maria-2/   …
CarmenYulinCruz|2017-10-25 16:48:42|7|43|Amenaza de no hacer su trabajo en San Juan. La agenda política está clara.|Amenaza de no hacer su trabajo en San Juan. La agenda política está clara.|false|923290242987315201|/CarmenYulinCruz/status/923290242987315201|Threat of not doing your job in San Juan. The political agenda is clear.
CarmenYulinCruz|2017-09-16 21:29:49|5|33|Fuego en apto Las Americas Torre 1. Trabajo en equipo logró que tod@s salieran del edificio a tiempo. Gracias a municipales y estatales. pic.twitter.com/rd3ToUzSni|Fuego en apto Las Americas Torre 1. Trabajo en equipo logró que tod@s salieran del edificio a tiempo. Gracias a municipales y estatales. |false|909227862766637056|/CarmenYulinCruz/status/909227862766637056|Fuego en apto Las Americas Tower 1. Teamwork achieved that everyone left the building on time. Thanks to municipal and state. pic.twitter.com/rd3ToUzSni
CarmenYulinCruz|2017-10-17 23:30:03|179|663|Placing temporary roofs in La Perla a community in Old San Juan. @SJUCiudadPatria pic.twitter.com/3blgsU3dfY|Placing temporary roofs in La Perla a community in Old San Juan. @SJUCiudadPatria |false|920492144095322113|/CarmenYulinCruz/status/920492144095322113|Placing temporary roofs in La Perla a community in Old San Juan. @SJUCiudadPatria pic.twitter.com/3blgsU3dfY
CarmenYulinCruz|2017-09-16 19:44:22|24|130|11 días sin luz y acaba de llegar en Complejo Las Americas frente a Parque LMM. Llegamos a dar hielo y llegó la luz.  @SJUCiudadPatria pic.twitter.com/3FH8n5Rfiw|11 días sin luz y acaba de llegar en Complejo Las Americas frente a Parque LMM. Llegamos a dar hielo y llegó la luz.  @SJUCiudadPatria |false|909201325824577538|/CarmenYulinCruz/status/909201325824577538|11 days without electricity and just arrived at Complejo Las Americas in front of Parque LMM. We got ice and the light came. @SJUCiudadPatria pic.twitter.com/3FH8n5Rfiw
CarmenYulinCruz|2018-03-24 11:22:47|47|56|Ricardo Roselló mintió. No tiene credibilidad. El Nuevo Día hoy: pic.twitter.com/5R0uyo9k05|Ricardo Roselló mintió. No tiene credibilidad. El Nuevo Día hoy: |false|977566403283832834|/CarmenYulinCruz/status/977566403283832834|Ricardo Roselló lied. It has no credibility. The New Day today: pic.twitter.com/5R0uyo9k05
CarmenYulinCruz|2017-08-30 20:08:58|5|8|BGF radicó moción intentando paralizar el requerimiento de producción de los documentos públicos solicitado por MSJ. ¿Qué están escondiendo?|BGF radicó moción intentando paralizar el requerimiento de producción de los documentos públicos solicitado por MSJ. ¿Qué están escondiendo?|false|903046922813964289|/CarmenYulinCruz/status/903046922813964289|BGF filed a motion trying to paralyze the production requirement of the public documents requested by MSJ. What are they hiding?
CarmenYulinCruz|2018-02-05 17:00:12|70|127|When Governor announced he was selling PREPA, I said that privatizing education was next.  Charter schools are just that. @rweingarten pic.twitter.com/JDyR4HGDPS|When Governor announced he was selling PREPA, I said that privatizing education was next.  Charter schools are just that. @rweingarten |false|960634186465005572|/CarmenYulinCruz/status/960634186465005572|When Governor announced he was selling PREPA, I said that privatizing education was next.  Charter schools are just that. @rweingarten pic.twitter.com/JDyR4HGDPS
CarmenYulinCruz|2017-10-03 07:51:06|2364|14101|Vegas you will continue to shine beyond this tragedy. San Juan stands with you! @MandalayBay  @Vegas|Vegas you will continue to shine beyond this tragedy. San Juan stands with you! @MandalayBay  @Vegas|false|915182418285481984|/CarmenYulinCruz/status/915182418285481984|Vegas you will continue to shine beyond this tragedy. San Juan stands with you! @MandalayBay  @Vegas
CarmenYulinCruz|2017-10-19 17:00:17|135|349|Hosp Municipal 2:33 pm de hoy se fue la luz, 2:53 pm volvió, 2:58 pm se fue la luz otra vez. Trabajando con planta. @SJUCiudadPatria|Hosp Municipal 2:33 pm de hoy se fue la luz, 2:53 pm volvió, 2:58 pm se fue la luz otra vez. Trabajando con planta. @SJUCiudadPatria|false|921118829316632579|/CarmenYulinCruz/status/921118829316632579|Hosp Municipal 2:33 pm today the light went out, 2:53 pm came back, 2:58 pm the light went off again. Working with plant. @SJUCiudadPatria
CarmenYulinCruz|2017-09-17 15:01:46|5|5|MSJ-María-RED CONECTA-El sistema de Trolleys trabajará lunes en horario regular. NO TRABAJARÁ martes ni miércoles. @VoceroPR  @primerahora|MSJ-María-RED CONECTA-El sistema de Trolleys trabajará lunes en horario regular. NO TRABAJARÁ martes ni miércoles. @VoceroPR  @primerahora|false|909492594991824896|/CarmenYulinCruz/status/909492594991824896|MSJ-María-RED CONNECTS-The Trolleys system will work on a regular Monday. WILL NOT WORK Tuesday or Wednesday. @VoceroPR @primerahora
CarmenYulinCruz|2018-01-24 08:59:35|79|230|¿Cuándo vendan los activos de AEE, quiere decir que el gobierno de PR se queda con los “pasivos” o sea con  la multi millonaria deuda?|¿Cuándo vendan los activos de AEE, quiere decir que el gobierno de PR se queda con los “pasivos” o sea con  la multi millonaria deuda?|false|956164580656500736|/CarmenYulinCruz/status/956164580656500736|When they sell the assets of AEE, does it mean that the PR government keeps the "liabilities", that is, the multi-million dollar debt?
CarmenYulinCruz|2017-09-14 16:41:25|9|32|Vecinos se unen al Municipio de San Juan en trabajos en Chiclana. Gracias por entender que San Juan somos todos y todas. @SJUCiudadPatria pic.twitter.com/jGK6X3CQkj|Vecinos se unen al Municipio de San Juan en trabajos en Chiclana. Gracias por entender que San Juan somos todos y todas. @SJUCiudadPatria |false|908430506227838976|/CarmenYulinCruz/status/908430506227838976|Neighbors join the Municipality of San Juan in work in Chiclana. Thank you for understanding that San Juan is all of us. @SJUCiudadPatria pic.twitter.com/jGK6X3CQkj
CarmenYulinCruz|2018-02-05 17:15:14|29|81|Elementos positivos sobre anuncio RR: modelo bilingüe, enfásis en ciencias-matemáticas y fortalecimiento escuelas vocacionales.|Elementos positivos sobre anuncio RR: modelo bilingüe, enfásis en ciencias-matemáticas y fortalecimiento escuelas vocacionales.|false|960637967931969536|/CarmenYulinCruz/status/960637967931969536|Positive elements about RR ad: bilingual model, emphasis in science-mathematics and strengthening of vocational schools.
CarmenYulinCruz|2017-10-20 07:11:08|126|376|This picture shows how he really feels about PR pic.twitter.com/E3FXwlFkVW|This picture shows how he really feels about PR |false|921332955724861440|/CarmenYulinCruz/status/921332955724861440|This picture shows how he really feels about PR pic.twitter.com/E3FXwlFkVW
CarmenYulinCruz|2018-01-03 11:24:18|4|77|Algo bueno trajo esta tragedia es que ciudadanos se organizan para reclamar derechos fuera de líneas partidistas. De ahí nacen las alianzas|Algo bueno trajo esta tragedia es que ciudadanos se organizan para reclamar derechos fuera de líneas partidistas. De ahí nacen las alianzas|false|948590856818262016|/CarmenYulinCruz/status/948590856818262016|Something good brought this tragedy is that citizens are organized to claim rights outside party lines. That's where alliances are born
CarmenYulinCruz|2017-09-14 14:50:21|10|23|Este daño no se ve. Hoy llevamos almuerzo, a Egida de Enfermeras, a nombre personal enfermería de MSJ. No tienen luz pero no están solos. pic.twitter.com/C0iWiJiuR2|Este daño no se ve. Hoy llevamos almuerzo, a Egida de Enfermeras, a nombre personal enfermería de MSJ. No tienen luz pero no están solos. |false|908402557936193542|/CarmenYulinCruz/status/908402557936193542|This damage is not seen. Today we take lunch, to Egida de Enfermeras, on behalf of the MSJ nursing staff. They do not have light but they are not alone. pic.twitter.com/C0iWiJiuR2
CarmenYulinCruz|2018-02-25 17:18:04|0|0|Lo interesante Johnny es que me sigue...|Lo interesante Johnny es que me sigue...|false|967886441262043143|/CarmenYulinCruz/status/967886441262043143|The interesting thing about Johnny is that he follows me ...
CarmenYulinCruz|2018-03-11 19:36:27|298|1114|Know how you feel Senator. Thousands of Puerto Ricans still withput power after almost 6 months.|Know how you feel Senator. Thousands of Puerto Ricans still withput power after almost 6 months.|false|972979596839841792|/CarmenYulinCruz/status/972979596839841792|Know how you feel Senator. Thousands of Puerto Ricans still without power after almost 6 months.
CarmenYulinCruz|2017-12-03 12:53:47|48|102|Informe diario sobre recogido basura. Desde Irma 181-3 millones lbs de las cuales 94.2 millones lbs son escombros/vegetativo. Hoy en Bucaré. pic.twitter.com/EOWMOhbtkj|Informe diario sobre recogido basura. Desde Irma 181-3 millones lbs de las cuales 94.2 millones lbs son escombros/vegetativo. Hoy en Bucaré. |false|937379351422750720|/CarmenYulinCruz/status/937379351422750720|Daily report on collected garbage. From Irma 181-3 million lbs of which 94.2 million lbs are debris / vegetative. Today in Bucaré. pic.twitter.com/EOWMOhbtkj
CarmenYulinCruz|2018-02-11 18:41:09|8|18|El gran defecto de este gobierno no distingue la política partidista de la reaponsabilidad del gobierno. Ya sabemos quien se beneficiará.|El gran defecto de este gobierno no distingue la política partidista de la reaponsabilidad del gobierno. Ya sabemos quien se beneficiará.|false|962833919208026112|/CarmenYulinCruz/status/962833919208026112|The great defect of this government does not distinguish partisan politics from the government's reponability. We already know who will benefit.
CarmenYulinCruz|2017-09-05 00:18:32|8|15|Hoy en Urb Venus y Hill Brother. Seguimos... pic.twitter.com/tbw9AYziVw|Hoy en Urb Venus y Hill Brother. Seguimos... |false|904921664856739840|/CarmenYulinCruz/status/904921664856739840|Today in Urb Venus and Hill Brother. We continue ... pic.twitter.com/tbw9AYziVw
CarmenYulinCruz|2017-09-15 15:59:30|34|115|Espero que la AEE le de un crédito a la gente por los días que no han tenido luz. @AEEONLINE  @VoceroPR  @ElNuevoDia pic.twitter.com/3TjEi1znPP|Espero que la AEE le de un crédito a la gente por los días que no han tenido luz. @AEEONLINE  @VoceroPR  @ElNuevoDia |false|908782347864199169|/CarmenYulinCruz/status/908782347864199169|I hope PREPA will give people a loan for days that have not had any light. @AEEONLINE @VoceroPR @ElNuevoDia pic.twitter.com/3TjEi1znPP
CarmenYulinCruz|2018-02-22 07:26:00|8|62|Día a día los ciudadanos hacen clara su agenda. Ayer en la tarde en reunión de organización que agrupa varias urbanizaciones en Cupey. pic.twitter.com/GH5GShvV75|Día a día los ciudadanos hacen clara su agenda. Ayer en la tarde en reunión de organización que agrupa varias urbanizaciones en Cupey. |false|966650276957614082|/CarmenYulinCruz/status/966650276957614082|Day by day, citizens make their agenda clear. Yesterday afternoon in an organization meeting that groups several developments in Cupey. pic.twitter.com/GH5GShvV75
CarmenYulinCruz|2018-02-19 14:58:57|5|7|El objetivo: cambiar el tema. Tampoco hay detalles concretos en educación. Nuevamente la idea era desviar atención de lo que anda mal en PR|El objetivo: cambiar el tema. Tampoco hay detalles concretos en educación. Nuevamente la idea era desviar atención de lo que anda mal en PR|false|965677105282510850|/CarmenYulinCruz/status/965677105282510850|The goal: change the subject. Nor are there specific details in education. Again the idea was to divert attention from what is wrong in PR
